			
SC	2006Q1	"$179,445 "	"$144,268 "
SC	2006Q2	"$185,157 "	"$148,165 "
SC	2006Q3	"$187,700 "	"$149,989 "
SC	2006Q4	"$189,224 "	"$150,795 "
SC	2007Q1	"$191,440 "	"$152,002 "
SC	2007Q2	"$194,350 "	"$153,825 "
SC	2007Q3	"$192,894 "	"$152,468 "
SC	2007Q4	"$188,683 "	"$148,936 "
SC	2008Q1	"$189,390 "	"$149,005 "
SC	2008Q2	"$187,614 "	"$147,638 "
SC	2008Q3	"$183,612 "	"$144,540 "
SC	2008Q4	"$175,716 "	"$138,497 "
SC	2009Q1	"$172,912 "	"$135,838 "
SC	2009Q2	"$174,270 "	"$137,115 "
SC	2009Q3	"$173,738 "	"$137,039 "
SC	2009Q4	"$172,861 "	"$136,597 "
SC	2010Q1	"$166,605 "	"$131,720 "
SC	2010Q2	"$171,514 "	"$135,855 "
SD	2000Q1	"$104,646 "	"$91,971 "
SD	2000Q2	"$108,257 "	"$94,964 "
SD	2000Q3	"$110,107 "	"$96,323 "
SD	2000Q4	"$109,853 "	"$96,020 "
SD	2001Q1	"$112,656 "	"$98,653 "
SD	2001Q2	"$115,225 "	"$100,765 "
SD	2001Q3	"$117,909 "	"$103,089 "
SD	2001Q4	"$118,365 "	"$103,444 "
SD	2002Q1	"$119,546 "	"$104,395 "
SD	2002Q2	"$122,852 "	"$107,313 "
SD	2002Q3	"$123,595 "	"$108,052 "
SD	2002Q4	"$125,431 "	"$109,741 "
SD	2003Q1	"$126,956 "	"$111,276 "
SD	2003Q2	"$130,426 "	"$114,654 "
SD	2003Q3	"$133,313 "	"$117,444 "
SD	2003Q4	"$132,561 "	"$117,161 "
SD	2004Q1	"$135,500 "	"$120,040 "
SD	2004Q2	"$138,401 "	"$122,777 "
SD	2004Q3	"$141,695 "	"$125,852 "
SD	2004Q4	"$142,763 "	"$127,185 "
SD	2005Q1	"$146,195 "	"$130,275 "
SD	2005Q2	"$151,559 "	"$135,164 "
SD	2005Q3	"$152,129 "	"$135,882 "
SD	2005Q4	"$155,141 "	"$138,769 "
SD	2006Q1	"$155,989 "	"$139,404 "
SD	2006Q2	"$161,508 "	"$144,579 "
SD	2006Q3	"$161,745 "	"$144,801 "
SD	2006Q4	"$162,093 "	"$145,299 "
SD	2007Q1	"$163,820 "	"$146,735 "
SD	2007Q2	"$167,748 "	"$150,149 "
SD	2007Q3	"$169,021 "	"$151,137 "
SD	2007Q4	"$170,166 "	"$152,224 "
SD	2008Q1	"$171,518 "	"$153,301 "
SD	2008Q2	"$173,907 "	"$155,104 "
SD	2008Q3	"$173,138 "	"$154,435 "
SD	2008Q4	"$170,314 "	"$151,717 "
SD	2009Q1	"$172,523 "	"$153,488 "
SD	2009Q2	"$175,827 "	"$156,344 "
SD	2009Q3	"$176,248 "	"$156,588 "
SD	2009Q4	"$174,125 "	"$154,651 "
SD	2010Q1	"$176,119 "	"$156,463 "
SD	2010Q2	"$175,849 "	"$156,243 "
TN	2000Q1	"$112,128 "	"$88,530 "
TN	2000Q2	"$114,246 "	"$90,444 "
TN	2000Q3	"$115,029 "	"$90,916 "
TN	2000Q4	"$115,676 "	"$91,394 "
TN	2001Q1	"$116,018 "	"$91,601 "
TN	2001Q2	"$119,213 "	"$93,898 "
TN	2001Q3	"$119,555 "	"$94,118 "
TN	2001Q4	"$120,807 "	"$94,988 "
TN	2002Q1	"$121,132 "	"$95,161 "
TN	2002Q2	"$123,922 "	"$97,188 "
TN	2002Q3	"$124,687 "	"$97,746 "
TN	2002Q4	"$123,936 "	"$98,136 "
TN	2003Q1	"$125,900 "	"$99,400 "
TN	2003Q2	"$127,434 "	"$100,580 "
TN	2003Q3	"$129,317 "	"$101,975 "
TN	2003Q4	"$130,161 "	"$102,546 "
TN	2004Q1	"$131,236 "	"$103,395 "
TN	2004Q2	"$134,509 "	"$105,885 "
TN	2004Q3	"$137,467 "	"$108,243 "
TN	2004Q4	"$139,278 "	"$109,725 "
TN	2005Q1	"$142,160 "	"$111,995 "
TN	2005Q2	"$145,966 "	"$114,925 "
TN	2005Q3	"$149,589 "	"$117,886 "
TN	2005Q4	"$152,652 "	"$120,252 "
TN	2006Q1	"$155,282 "	"$122,268 "
TN	2006Q2	"$158,446 "	"$124,907 "
TN	2006Q3	"$161,501 "	"$127,299 "
TN	2006Q4	"$163,060 "	"$128,536 "
TN	2007Q1	"$163,547 "	"$128,862 "
TN	2007Q2	"$166,292 "	"$131,017 "
TN	2007Q3	"$167,000 "	"$131,488 "
TN	2007Q4	"$164,461 "	"$129,387 "
TN	2008Q1	"$161,949 "	"$127,538 "
TN	2008Q2	"$163,087 "	"$128,407 "
TN	2008Q3	"$161,829 "	"$127,221 "
TN	2008Q4	"$155,660 "	"$122,137 "
TN	2009Q1	"$153,245 "	"$120,050 "
TN	2009Q2	"$156,223 "	"$122,417 "
TN	2009Q3	"$157,919 "	"$123,748 "
TN	2009Q4	"$157,028 "	"$122,956 "
TN	2010Q1	"$152,040 "	"$118,940 "
TN	2010Q2	"$158,176 "	"$123,613 "
TX	2000Q1	"$114,205 "	"$96,405 "
TX	2000Q2	"$116,799 "	"$98,544 "
TX	2000Q3	"$118,761 "	"$100,137 "
TX	2000Q4	"$120,122 "	"$101,226 "
TX	2001Q1	"$121,195 "	"$102,129 "
TX	2001Q2	"$123,773 "	"$104,236 "
TX	2001Q3	"$125,274 "	"$105,416 "
TX	2001Q4	"$125,755 "	"$105,793 "
TX	2002Q1	"$126,572 "	"$106,483 "
TX	2002Q2	"$128,938 "	"$108,474 "
TX	2002Q3	"$129,894 "	"$109,236 "
TX	2002Q4	"$130,323 "	"$109,557 "
TX	2003Q1	"$131,102 "	"$110,197 "
TX	2003Q2	"$132,461 "	"$111,297 "
TX	2003Q3	"$132,884 "	"$111,592 "
TX	2003Q4	"$133,438 "	"$112,022 "
TX	2004Q1	"$133,364 "	"$111,904 "
TX	2004Q2	"$136,357 "	"$114,207 "
TX	2004Q3	"$137,462 "	"$115,030 "
TX	2004Q4	"$138,357 "	"$115,674 "
TX	2005Q1	"$139,058 "	"$116,246 "
TX	2005Q2	"$142,428 "	"$118,912 "
TX	2005Q3	"$144,794 "	"$120,766 "
TX	2005Q4	"$146,501 "	"$122,021 "
TX	2006Q1	"$149,113 "	"$124,078 "
TX	2006Q2	"$152,337 "	"$126,529 "
TX	2006Q3	"$154,330 "	"$128,055 "
TX	2006Q4	"$155,683 "	"$128,994 "
TX	2007Q1	"$157,840 "	"$130,603 "
TX	2007Q2	"$161,913 "	"$133,741 "
TX	2007Q3	"$162,881 "	"$134,501 "
TX	2007Q4	"$160,852 "	"$132,770 "
TX	2008Q1	"$160,194 "	"$132,281 "
TX	2008Q2	"$161,250 "	"$133,250 "
TX	2008Q3	"$161,929 "	"$134,055 "
TX	2008Q4	"$155,966 "	"$129,392 "
TX	2009Q1	"$154,720 "	"$128,510 "
TX	2009Q2	"$158,571 "	"$132,038 "
TX	2009Q3	"$160,026 "	"$133,542 "
TX	2009Q4	"$158,743 "	"$132,889 "
TX	2010Q1	"$157,123 "	"$131,764 "
TX	2010Q2	"$160,510 "	"$134,854 "
UT	2000Q1	"$150,740 "	"$133,909 "
UT	2000Q2	"$152,453 "	"$135,466 "
UT	2000Q3	"$153,586 "	"$136,363 "
UT	2000Q4	"$153,922 "	"$136,571 "
UT	2001Q1	"$154,602 "	"$137,056 "
UT	2001Q2	"$156,659 "	"$138,713 "
UT	2001Q3	"$157,103 "	"$138,874 "
UT	2001Q4	"$157,637 "	"$139,017 "
UT	2002Q1	"$157,355 "	"$138,624 "
UT	2002Q2	"$159,192 "	"$140,051 "
UT	2002Q3	"$160,193 "	"$140,773 "
UT	2002Q4	"$161,476 "	"$141,457 "
UT	2003Q1	"$160,846 "	"$140,744 "
UT	2003Q2	"$163,693 "	"$143,069 "
UT	2003Q3	"$165,614 "	"$144,443 "
UT	2003Q4	"$165,818 "	"$144,478 "
UT	2004Q1	"$167,040 "	"$145,328 "
UT	2004Q2	"$173,708 "	"$150,820 "
UT	2004Q3	"$177,405 "	"$153,468 "
UT	2004Q4	"$180,945 "	"$155,806 "
UT	2005Q1	"$186,569 "	"$160,194 "
UT	2005Q2	"$194,772 "	"$166,726 "
UT	2005Q3	"$205,179 "	"$175,045 "
UT	2005Q4	"$213,291 "	"$181,395 "
UT	2006Q1	"$222,081 "	"$188,459 "
UT	2006Q2	"$235,014 "	"$198,849 "
UT	2006Q3	"$245,603 "	"$207,740 "
UT	2006Q4	"$256,805 "	"$216,938 "
UT	2007Q1	"$262,787 "	"$221,858 "
UT	2007Q2	"$275,006 "	"$231,897 "
UT	2007Q3	"$278,137 "	"$234,372 "
UT	2007Q4	"$271,981 "	"$229,554 "
UT	2008Q1	"$269,271 "	"$227,254 "
UT	2008Q2	"$267,303 "	"$226,009 "
UT	2008Q3	"$263,369 "	"$222,758 "
UT	2008Q4	"$249,939 "	"$211,593 "
UT	2009Q1	"$240,418 "	"$203,729 "
UT	2009Q2	"$237,882 "	"$202,054 "
UT	2009Q3	"$234,794 "	"$199,920 "
UT	2009Q4	"$229,653 "	"$196,381 "
UT	2010Q1	"$219,928 "	"$188,542 "
UT	2010Q2	"$226,030 "	"$194,147 "
VA	2000Q1	"$151,209 "	"$130,500 "
VA	2000Q2	"$156,747 "	"$135,153 "
VA	2000Q3	"$160,742 "	"$138,406 "
VA	2000Q4	"$162,827 "	"$140,137 "
VA	2001Q1	"$167,532 "	"$144,081 "
VA	2001Q2	"$173,754 "	"$149,283 "
VA	2001Q3	"$178,607 "	"$153,201 "
VA	2001Q4	"$180,805 "	"$154,856 "
VA	2002Q1	"$185,765 "	"$158,742 "
VA	2002Q2	"$193,930 "	"$165,549 "
VA	2002Q3	"$199,260 "	"$169,975 "
VA	2002Q4	"$202,795 "	"$172,873 "
VA	2003Q1	"$208,403 "	"$177,617 "
VA	2003Q2	"$216,718 "	"$184,507 "
VA	2003Q3	"$222,893 "	"$189,655 "
VA	2003Q4	"$228,927 "	"$194,888 "
VA	2004Q1	"$236,444 "	"$200,959 "
VA	2004Q2	"$248,853 "	"$211,269 "
VA	2004Q3	"$261,218 "	"$221,699 "
VA	2004Q4	"$269,338 "	"$228,856 "
VA	2005Q1	"$281,662 "	"$239,477 "
VA	2005Q2	"$299,653 "	"$254,984 "
VA	2005Q3	"$312,454 "	"$265,948 "
VA	2005Q4	"$317,701 "	"$270,579 "
VA	2006Q1	"$322,409 "	"$274,515 "
VA	2006Q2	"$329,650 "	"$280,750 "
VA	2006Q3	"$327,004 "	"$278,534 "
VA	2006Q4	"$325,700 "	"$277,679 "
VA	2007Q1	"$321,238 "	"$274,254 "
VA	2007Q2	"$320,924 "	"$274,114 "
VA	2007Q3	"$314,171 "	"$268,595 "
VA	2007Q4	"$303,058 "	"$259,288 "
VA	2008Q1	"$289,619 "	"$247,705 "
VA	2008Q2	"$285,939 "	"$244,567 "
VA	2008Q3	"$275,794 "	"$235,929 "
VA	2008Q4	"$262,382 "	"$224,110 "
VA	2009Q1	"$256,672 "	"$219,148 "
VA	2009Q2	"$261,149 "	"$222,997 "
VA	2009Q3	"$264,549 "	"$225,960 "
VA	2009Q4	"$267,487 "	"$228,420 "
VA	2010Q1	"$260,603 "	"$222,720 "
VA	2010Q2	"$268,338 "	"$229,420 "
VT	2000Q1	"$136,132 "	"$120,662 "
VT	2000Q2	"$143,083 "	"$126,744 "
VT	2000Q3	"$145,612 "	"$129,040 "
VT	2000Q4	"$149,099 "	"$131,621 "
VT	2001Q1	"$151,296 "	"$133,463 "
VT	2001Q2	"$158,243 "	"$139,391 "
VT	2001Q3	"$159,127 "	"$139,870 "
VT	2001Q4	"$163,171 "	"$143,444 "
VT	2002Q1	"$164,547 "	"$144,168 "
VT	2002Q2	"$170,022 "	"$148,747 "
VT	2002Q3	"$176,044 "	"$153,651 "
VT	2002Q4	"$177,161 "	"$154,281 "
VT	2003Q1	"$178,690 "	"$155,306 "
VT	2003Q2	"$183,621 "	"$159,370 "
VT	2003Q3	"$190,972 "	"$165,509 "
VT	2003Q4	"$195,184 "	"$168,704 "
VT	2004Q1	"$198,719 "	"$172,122 "
VT	2004Q2	"$213,463 "	"$184,669 "
VT	2004Q3	"$217,596 "	"$187,791 "
VT	2004Q4	"$221,545 "	"$190,667 "
VT	2005Q1	"$228,149 "	"$195,323 "
VT	2005Q2	"$240,219 "	"$205,764 "
VT	2005Q3	"$243,639 "	"$208,519 "
VT	2005Q4	"$245,345 "	"$209,833 "
VT	2006Q1	"$242,865 "	"$207,744 "
VT	2006Q2	"$255,893 "	"$218,541 "
VT	2006Q3	"$256,463 "	"$218,994 "
VT	2006Q4	"$261,436 "	"$223,187 "
VT	2007Q1	"$254,895 "	"$218,494 "
VT	2007Q2	"$263,102 "	"$225,322 "
VT	2007Q3	"$258,823 "	"$222,209 "
VT	2007Q4	"$252,247 "	"$216,487 "
VT	2008Q1	"$259,081 "	"$222,516 "
VT	2008Q2	"$250,140 "	"$215,486 "
VT	2008Q3	"$249,007 "	"$214,420 "
VT	2008Q4	"$243,527 "	"$210,058 "
VT	2009Q1	"$243,838 "	"$208,819 "
VT	2009Q2	"$254,222 "	"$217,763 "
VT	2009Q3	"$247,582 "	"$212,515 "
VT	2009Q4	"$235,829 "	"$202,698 "
VT	2010Q1	"$236,358 "	"$203,483 "
VT	2010Q2	"$236,773 "	"$203,970 "
WA	2000Q1	"$185,389 "	"$161,790 "
WA	2000Q2	"$190,082 "	"$165,395 "
WA	2000Q3	"$192,410 "	"$166,980 "
WA	2000Q4	"$192,631 "	"$166,911 "
WA	2001Q1	"$195,309 "	"$169,123 "
WA	2001Q2	"$199,110 "	"$172,276 "
WA	2001Q3	"$202,090 "	"$174,773 "
WA	2001Q4	"$203,055 "	"$175,404 "
WA	2002Q1	"$204,764 "	"$176,968 "
WA	2002Q2	"$210,240 "	"$181,776 "
WA	2002Q3	"$211,975 "	"$183,364 "
WA	2002Q4	"$213,300 "	"$184,716 "
WA	2003Q1	"$215,463 "	"$186,610 "
WA	2003Q2	"$221,294 "	"$191,760 "
WA	2003Q3	"$225,675 "	"$195,829 "
WA	2003Q4	"$228,353 "	"$198,221 "
WA	2004Q1	"$231,798 "	"$201,462 "
WA	2004Q2	"$241,525 "	"$210,049 "
WA	2004Q3	"$248,995 "	"$216,796 "
WA	2004Q4	"$255,440 "	"$222,737 "
WA	2005Q1	"$263,427 "	"$229,978 "
WA	2005Q2	"$277,936 "	"$243,015 "
WA	2005Q3	"$291,073 "	"$254,949 "
WA	2005Q4	"$299,618 "	"$262,573 "
WA	2006Q1	"$310,906 "	"$272,296 "
WA	2006Q2	"$323,746 "	"$283,320 "
WA	2006Q3	"$332,415 "	"$290,725 "
WA	2006Q4	"$336,486 "	"$294,182 "
WA	2007Q1	"$340,606 "	"$297,596 "
WA	2007Q2	"$347,730 "	"$303,473 "
WA	2007Q3	"$346,357 "	"$302,076 "
WA	2007Q4	"$339,120 "	"$295,565 "
WA	2008Q1	"$331,246 "	"$288,711 "
WA	2008Q2	"$330,130 "	"$287,625 "
WA	2008Q3	"$321,082 "	"$279,613 "
WA	2008Q4	"$301,810 "	"$262,902 "
WA	2009Q1	"$289,518 "	"$251,950 "
WA	2009Q2	"$288,691 "	"$251,509 "
WA	2009Q3	"$289,541 "	"$252,341 "
WA	2009Q4	"$284,796 "	"$248,341 "
WA	2010Q1	"$278,485 "	"$242,989 "
WA	2010Q2	"$284,782 "	"$248,555 "
WI	2000Q1	"$127,765 "	"$114,096 "
WI	2000Q2	"$131,572 "	"$117,380 "
WI	2000Q3	"$133,856 "	"$119,382 "
WI	2000Q4	"$134,526 "	"$119,824 "
WI	2001Q1	"$136,214 "	"$121,275 "
WI	2001Q2	"$139,584 "	"$124,239 "
WI	2001Q3	"$142,041 "	"$126,316 "
WI	2001Q4	"$143,307 "	"$127,217 "
WI	2002Q1	"$144,608 "	"$128,245 "
WI	2002Q2	"$147,952 "	"$131,189 "
WI	2002Q3	"$151,236 "	"$133,896 "
WI	2002Q4	"$152,730 "	"$134,965 "
WI	2003Q1	"$154,663 "	"$136,492 "
WI	2003Q2	"$158,288 "	"$139,655 "
WI	2003Q3	"$161,798 "	"$142,591 "
WI	2003Q4	"$163,655 "	"$144,203 "
WI	2004Q1	"$164,388 "	"$144,775 "
WI	2004Q2	"$168,616 "	"$148,567 "
WI	2004Q3	"$172,653 "	"$152,252 "
WI	2004Q4	"$174,957 "	"$154,185 "
WI	2005Q1	"$175,513 "	"$154,765 "
WI	2005Q2	"$180,861 "	"$159,459 "
WI	2005Q3	"$184,167 "	"$162,226 "
WI	2005Q4	"$185,261 "	"$163,120 "
WI	2006Q1	"$186,587 "	"$163,973 "
WI	2006Q2	"$189,969 "	"$166,814 "
WI	2006Q3	"$190,962 "	"$167,601 "
WI	2006Q4	"$189,356 "	"$166,230 "
WI	2007Q1	"$188,068 "	"$165,077 "
WI	2007Q2	"$191,519 "	"$167,942 "
WI	2007Q3	"$190,332 "	"$166,924 "
WI	2007Q4	"$186,856 "	"$163,875 "
WI	2008Q1	"$185,905 "	"$162,744 "
WI	2008Q2	"$185,586 "	"$162,436 "
WI	2008Q3	"$183,921 "	"$160,977 "
WI	2008Q4	"$178,827 "	"$156,237 "
WI	2009Q1	"$177,166 "	"$154,199 "
WI	2009Q2	"$180,561 "	"$156,791 "
WI	2009Q3	"$179,658 "	"$155,895 "
WI	2009Q4	"$178,500 "	"$154,602 "
WI	2010Q1	"$173,526 "	"$150,131 "
WI	2010Q2	"$177,864 "	"$153,935 "
WV	2000Q1	"$82,377 "	"$67,531 "
WV	2000Q2	"$86,348 "	"$70,674 "
WV	2000Q3	"$85,596 "	"$70,029 "
WV	2000Q4	"$85,719 "	"$70,094 "
WV	2001Q1	"$87,352 "	"$72,029 "
WV	2001Q2	"$89,008 "	"$73,428 "
WV	2001Q3	"$91,393 "	"$75,295 "
WV	2001Q4	"$92,227 "	"$75,910 "
WV	2002Q1	"$91,842 "	"$75,605 "
WV	2002Q2	"$96,273 "	"$79,124 "
WV	2002Q3	"$100,687 "	"$82,736 "
WV	2002Q4	"$103,310 "	"$84,935 "
WV	2003Q1	"$106,293 "	"$87,594 "
WV	2003Q2	"$109,807 "	"$90,518 "
WV	2003Q3	"$112,307 "	"$92,601 "
WV	2003Q4	"$113,154 "	"$93,375 "
WV	2004Q1	"$115,592 "	"$95,246 "
WV	2004Q2	"$121,079 "	"$99,549 "
WV	2004Q3	"$125,125 "	"$103,049 "
WV	2004Q4	"$128,191 "	"$105,548 "
WV	2005Q1	"$130,711 "	"$107,589 "
WV	2005Q2	"$135,848 "	"$111,927 "
WV	2005Q3	"$143,128 "	"$118,028 "
WV	2005Q4	"$142,173 "	"$117,345 "
WV	2006Q1	"$147,133 "	"$121,207 "
WV	2006Q2	"$149,163 "	"$122,839 "
WV	2006Q3	"$151,575 "	"$124,865 "
WV	2006Q4	"$149,008 "	"$122,745 "
WV	2007Q1	"$155,142 "	"$127,957 "
WV	2007Q2	"$156,664 "	"$129,489 "
WV	2007Q3	"$159,141 "	"$131,748 "
WV	2007Q4	"$156,063 "	"$129,094 "
WV	2008Q1	"$151,812 "	"$125,433 "
WV	2008Q2	"$154,781 "	"$128,052 "
WV	2008Q3	"$150,295 "	"$124,776 "
WV	2008Q4	"$152,350 "	"$126,829 "
WV	2009Q1	"$147,257 "	"$123,446 "
WV	2009Q2	"$148,040 "	"$124,768 "
WV	2009Q3	"$149,506 "	"$126,652 "
WV	2009Q4	"$145,544 "	"$123,715 "
WV	2010Q1	"$147,858 "	"$126,273 "
WV	2010Q2	"$150,706 "	"$129,369 "
WY	2000Q1	"$112,031 "	"$95,588 "
WY	2000Q2	"$115,862 "	"$98,731 "
WY	2000Q3	"$117,103 "	"$99,530 "
WY	2000Q4	"$119,616 "	"$101,593 "
WY	2001Q1	"$119,782 "	"$101,766 "
WY	2001Q2	"$122,438 "	"$104,051 "
WY	2001Q3	"$124,933 "	"$105,944 "
WY	2001Q4	"$128,856 "	"$109,293 "
WY	2002Q1	"$131,018 "	"$111,301 "
WY	2002Q2	"$135,519 "	"$115,201 "
WY	2002Q3	"$137,793 "	"$117,297 "
WY	2002Q4	"$139,155 "	"$118,071 "
WY	2003Q1	"$139,842 "	"$118,531 "
WY	2003Q2	"$146,879 "	"$124,593 "
WY	2003Q3	"$151,506 "	"$128,175 "
WY	2003Q4	"$151,919 "	"$128,661 "
WY	2004Q1	"$157,326 "	"$133,341 "
WY	2004Q2	"$159,578 "	"$135,844 "
WY	2004Q3	"$165,066 "	"$140,432 "
WY	2004Q4	"$167,468 "	"$142,341 "
WY	2005Q1	"$171,831 "	"$146,211 "
WY	2005Q2	"$179,258 "	"$152,628 "
WY	2005Q3	"$184,571 "	"$157,215 "
WY	2005Q4	"$189,300 "	"$160,977 "
WY	2006Q1	"$195,554 "	"$166,240 "
WY	2006Q2	"$204,529 "	"$173,439 "
WY	2006Q3	"$210,083 "	"$178,472 "
WY	2006Q4	"$217,073 "	"$183,795 "
WY	2007Q1	"$222,704 "	"$188,399 "
WY	2007Q2	"$231,264 "	"$195,442 "
WY	2007Q3	"$235,421 "	"$198,673 "
WY	2007Q4	"$230,159 "	"$195,266 "
WY	2008Q1	"$230,908 "	"$196,371 "
WY	2008Q2	"$229,474 "	"$195,480 "
WY	2008Q3	"$230,797 "	"$197,705 "
WY	2008Q4	"$221,221 "	"$190,145 "
WY	2009Q1	"$214,481 "	"$184,530 "
WY	2009Q2	"$222,368 "	"$191,196 "
WY	2009Q3	"$218,367 "	"$188,569 "
WY	2009Q4	"$214,820 "	"$185,552 "
WY	2010Q1	"$205,535 "	"$178,503 "
WY	2010Q2	"$211,127 "	"$183,202 "
